Incident ID,Date,State,City,County,Address,Latitude,Longitude,# Killed,# Injured,Incident Characteristics
2389020,8/15/22,Florida,Orlando,,4701 S Texas Ave,28.4924,-81.4088,0,1,Shot - Wounded/Injured
2206890,1/7/22,Florida,Orlando,,4746 Rio Grande Ave,28.4936,-81.4019,1,0,"Shot - Dead (murder, accidental, suicide)
Domestic Violence"
2315973,5/29/22,Florida,Orlando,,2100 block of Buchanan Bay Cir,28.4939,-81.4073,0,1,Shot - Wounded/Injured
2359084,7/13/22,Florida,Orlando,,5700 block of Gatlin Ave,28.4953,-81.31,0,1,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)"
2274321,4/9/22,Florida,Orlando,,Gardens Park Dr,28.4956,-81.4239,0,1,Shot - Wounded/Injured
2348477,7/3/22,Florida,Orlando,,4700 Cason Cove Dr,28.4984,-81.4412,0,1,Shot - Wounded/Injured
2475300,12/6/22,Florida,Orlando,,2514 Skan Ct,28.5001,-81.4099,1,0,"Shot - Dead (murder, accidental, suicide)"
2399036,8/27/22,Florida,Orlando,,42nd St and Nashville Ave,28.5009,-81.399,1,0,"Shot - Dead (murder, accidental, suicide)"
2386252,8/13/22,Florida,Orlando,,20th St and Rio Grande Ave,28.5054,-81.4011,0,1,Shot - Wounded/Injured
2210482,1/13/22,Florida,Orlando,,5300 Lake Margaret Dr,28.5058,-81.3163,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2424015,9/25/22,Florida,Orlando,,5000 block of Lake Margaret Dr,28.5061,-81.3243,1,0,"Shot - Dead (murder, accidental, suicide)"
2440311,10/18/22,Florida,Orlando,,2789 L B McLeod Rd,28.5103,-81.4123,0,1,Shot - Wounded/Injured
2446943,10/27/22,Florida,Orlando,,2700 block of Rio Ln,28.5141,-81.4052,1,0,"Shot - Dead (murder, accidental, suicide)"
2297464,5/9/22,Florida,Orlando,,2500 block of Egret Shores Dr,28.5161,-81.2491,1,0,"Shot - Dead (murder, accidental, suicide)"
2269212,4/2/22,Florida,Orlando,,2258 S Kirkman Rd,28.5167,-81.4625,0,2,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Drive-by (car to street, car to car)"
2413660,9/13/22,Florida,Orlando,,1935 S Kirkman Rd,28.5181,-81.4583,0,1,Shot - Wounded/Injured
2295420,5/5/22,Florida,Orlando,,4684 King Cole Blvd,28.5183,-81.4401,1,0,"Shot - Dead (murder, accidental, suicide)"
2311657,5/24/22,Florida,Orlando,,2100 block of Belafonte Ln,28.5183,-81.4287,0,1,Shot - Wounded/Injured
2309291,5/22/22,Florida,Orlando,,King Cole Blvd,28.5186,-81.4372,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2271194,4/4/22,Florida,Orlando,,2201 S Orange Blossom Trl,28.519,-81.3968,0,1,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
2306381,5/19/22,Florida,Orlando,,W Kaley St and Woods Ave,28.5201,-81.395,0,1,Shot - Wounded/Injured
2346834,7/1/22,Florida,Orlando,,4400 block of Wheatley St,28.5215,-81.4343,0,1,Shot - Wounded/Injured
2298016,5/9/22,Florida,Orlando,,7700 block of Silver Pointe Blvd,28.5218,-81.2842,2,0,"Shot - Dead (murder, accidental, suicide)
Suicide^
Murder/Suicide
Domestic Violence"
2377579,8/3/22,Florida,Orlando,,600 block of 19th St,28.522,-81.3867,0,1,Shot - Wounded/Injured
2285472,4/23/22,Florida,Orlando,,S Westmoreland Dr,28.5246,-81.393,0,1,Shot - Wounded/Injured
2217842,1/22/22,Florida,Orlando,,800 block of Grand St,28.5256,-81.3905,1,0,"Shot - Dead (murder, accidental, suicide)"
2409790,9/7/22,Florida,Orlando,,3800 block of Starks St,28.5259,-81.423,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2257127,3/17/22,Florida,Orlando,,5100 block of Elese St,28.5263,-81.4468,0,1,Shot - Wounded/Injured
2258257,3/20/22,Florida,Orlando,,5200 block of Lanette St,28.5268,-81.4485,0,1,Shot - Wounded/Injured
2281669,4/18/22,Florida,Orlando,,1100 block of Poppy Ave,28.5277,-81.4491,0,1,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Shots fired, no injury/death"
2379234,8/4/22,Florida,Orlando,,400 block of San Luis Dr,28.5284,-81.3172,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2424011,9/25/22,Florida,Orlando,,5000 Timberleaf Blvd,28.5301,-81.4449,0,1,Shot - Wounded/Injured
2206192,1/7/22,Florida,Orlando,,830 S Orange Blossom Trl,28.5318,-81.3977,0,1,Shot - Wounded/Injured
2311642,5/25/22,Florida,Orlando,,800 block of McFall Ave,28.5328,-81.3899,0,2,"Shot - Wounded/Injured
Shootout (where VENN diagram of shooters and victims overlap)"
2458602,11/12/22,Florida,Orlando,,801 Rio Grande Ave,28.5333,-81.4,1,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)
School Incident
School Shooting - elementary/secondary school"
2386988,8/13/22,Florida,Orlando,,W Church St and Jernigan Ave,28.5347,-81.392,0,1,Shot - Wounded/Injured
2262666,3/24/22,Florida,Orlando,,520 S Dollins Ave,28.5361,-81.4077,1,0,"Shot - Dead (murder, accidental, suicide)"
2229288,2/7/22,Florida,Orlando,,500 Block of Sunset Dr,28.5368,-81.4088,1,0,"Shot - Dead (murder, accidental, suicide)"
2359075,7/13/22,Florida,Orlando,,S Lee Ave and Randall St,28.5371,-81.391,0,1,Shot - Wounded/Injured
2274943,4/9/22,Florida,Orlando,,400 block of Gilman Cir,28.5375,-81.4358,0,2,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2296265,5/6/22,Florida,Orlando,,300 block of S Observatory Dr,28.5376,-81.4683,0,1,Shot - Wounded/Injured
2401694,8/30/22,Florida,Orlando,,S Hudson St and Old Winter Garden Rd,28.5379,-81.4614,0,1,Shot - Wounded/Injured
2411475,9/9/22,Florida,Orlando,,400 block of Domino Dr,28.538,-81.4201,1,0,"Shot - Dead (murder, accidental, suicide)"
2232245,2/12/22,Florida,Orlando,,400 Sunset Dr,28.5381,-81.4091,1,0,"Shot - Dead (murder, accidental, suicide)"
2230010,2/9/22,Florida,Orlando,,400 block of Fanfair Ave,28.5381,-81.4366,0,1,Shot - Wounded/Injured
2467957,11/25/22,Florida,Orlando,,Lime Ave and W South St,28.5383,-81.388,0,1,Shot - Wounded/Injured
2258250,3/18/22,Florida,Orlando,,,28.5384,-81.3789,1,0,"Shot - Dead (murder, accidental, suicide)"
2360327,7/14/22,Florida,Orlando,,Spessard L Holland East West Expy,28.5385,-81.3466,1,0,"Shot - Dead (murder, accidental, suicide)"
2310434,5/23/22,Florida,Orlando,,300 block of Duncan Ct,28.5386,-81.4908,1,0,"Shot - Dead (murder, accidental, suicide)"
2236529,2/17/22,Florida,Orlando,,604 W Jackson St,28.539,-81.3872,1,0,"Shot - Dead (murder, accidental, suicide)"
2303447,5/16/22,Florida,Orlando,,E Church St and Liberty Ave,28.5404,-81.3744,0,1,Shot - Wounded/Injured
2471212,11/27/22,Florida,Orlando,,Judith Ln,28.5412,-81.438,1,0,"Shot - Dead (murder, accidental, suicide)"
2418468,9/18/22,Florida,Orlando,,23 S Court Ave,28.5416,-81.3779,0,2,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
2266380,3/30/22,Florida,Orlando,,Central Blvd and Court Ave,28.5421,-81.379,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Bar/club incident - in or around establishment"
2374430,7/31/22,Florida,Orlando,,Wall St and S Orange Ave,28.5426,-81.3791,0,7,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)"
2370166,7/8/22,Florida,Orlando,,24 Fanfair Ave,28.543,-81.4367,0,1,Shot - Wounded/Injured
2204793,1/5/22,Florida,Orlando,,Ossie St and Parramore Ave,28.5434,-81.3891,0,1,Shot - Wounded/Injured
2263501,3/26/22,Florida,Orlando,,100 block of Barlow St,28.5436,-81.4105,1,0,"Shot - Dead (murder, accidental, suicide)"
2315975,5/29/22,Florida,Orlando,,151 E Washington St,28.5439,-81.3763,0,1,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
2479970,12/12/22,Florida,Orlando,,200 block of Alston Dr,28.5443,-81.4836,2,0,"Shot - Dead (murder, accidental, suicide)
Suicide^"
2435199,10/11/22,Florida,Orlando,,3719 W Jefferson St,28.5447,-81.4247,0,1,Shot - Wounded/Injured
2242776,2/27/22,Florida,Orlando,,Mercy Dr and W Princeton St,28.5452,-81.3733,1,0,"Shot - Dead (murder, accidental, suicide)"
2293219,5/3/22,Florida,Orlando,,3900 block of Clarcona Ocoee Rd,28.5452,-81.3733,1,0,"Shot - Dead (murder, accidental, suicide)
Domestic Violence"
2309281,5/22/22,Florida,Orlando,,6500 block of Bentwood St,28.5452,-81.3733,1,0,"Shot - Dead (murder, accidental, suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
2446953,10/27/22,Florida,Orlando,,4200 block of Ponderosa Dr,28.5452,-81.3733,1,0,"Shot - Dead (murder, accidental, suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Stand Your Ground/Castle Doctrine established"
2454674,11/7/22,Florida,Orlando,,2800 block of Pine Hills Rd,28.5452,-81.3733,0,1,Shot - Wounded/Injured
2444172,10/23/22,Florida,Orlando,,5600 block of Perrine Dr,28.5452,-81.3733,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2466362,11/22/22,Florida,Orlando,,W Sand Lake Blvd and Voltaire Dr,28.5452,-81.3733,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2417518,9/18/22,Florida,Orlando,,Ferguson Dr and W Robinson St,28.5455,-81.42,1,0,"Shot - Dead (murder, accidental, suicide)"
2279032,4/14/22,Florida,Orlando,,N Terry Ave,28.5457,-81.387,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2206033,1/5/22,Florida,Orlando,,N Westmoreland Dr and Bentley St,28.5466,-81.3932,1,0,"Shot - Dead (murder, accidental, suicide)"
2426816,9/27/22,Florida,Orlando,,8000 block of Anise Grove Ln,28.5498,-81.493,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2246968,3/4/22,Florida,Orlando,,2100 block of Mount Vernon St,28.5502,-81.355,0,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found
Car-jacking"
2274953,4/9/22,Florida,Orlando,,600 block of Westmoreland Dr,28.5514,-81.3937,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2429166,10/3/22,Florida,Orlando,,6200 W Colonial Dr,28.5523,-81.4656,1,0,"Shot - Dead (murder, accidental, suicide)"
2462325,10/9/22,Florida,Orlando,,643 Lexington Ave,28.5526,-81.3841,1,0,"Shot - Dead (murder, accidental, suicide)"
2258259,3/20/22,Florida,Orlando,,6387 W Colonial Dr,28.553,-81.4699,0,2,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
2460385,11/14/22,Florida,Orlando,,3005 W Colonial Dr,28.5534,-81.4151,0,1,Shot - Wounded/Injured
2278666,4/14/22,Florida,Orlando,,2801 E Colonial Dr,28.5537,-81.3475,0,2,Shot - Wounded/Injured
2477543,12/8/22,Florida,Orlando,,2801 E Colonial Dr,28.5537,-81.3475,0,1,Shot - Wounded/Injured
2366421,7/21/22,Florida,Orlando,,753 Sherwood Terrace Dr,28.5539,-81.4903,1,0,"Shot - Dead (murder, accidental, suicide)"
2227797,2/6/22,Florida,Orlando,,801 N John Young Pkwy,28.5543,-81.413,1,0,"Shot - Dead (murder, accidental, suicide)
Bar/club incident - in or around establishment"
2322579,5/26/22,Florida,Orlando,,Tobie Ct,28.5547,-81.2392,1,0,"Shot - Dead (murder, accidental, suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Playing with gun
Child Involved Incident
Child picked up & fired gun
Possession of gun by felon or prohibited person"
2437525,10/14/22,Florida,Orlando,,2155 W Colonial Dr,28.5547,-81.4086,2,0,"Shot - Dead (murder, accidental, suicide)
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Armed robbery with injury/death and/or evidence of DGU found"
2307939,5/21/22,Florida,Orlando,,4603 W Colonial Dr,28.5549,-81.4383,0,1,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental Shooting at a Business
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)
Gun range/gun shop/gun show shooting"
2485931,12/20/22,Florida,Orlando,,919 Floral Dr,28.5576,-81.3526,2,0,"Shot - Dead (murder, accidental, suicide)
Suicide^
Murder/Suicide"
2396376,8/23/22,Florida,Orlando,,4300 block of Texas Ave,28.5578,-81.4098,0,1,Shot - Wounded/Injured
2202624,1/2/22,Florida,Orlando,,1000 Block of Santa Barbara Rd,28.5578,-81.4516,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence"
2211292,1/13/22,Florida,Orlando,,1300 block of Carlsbad Place,28.5582,-81.4316,0,1,Shot - Wounded/Injured
2316972,5/30/22,Florida,Orlando,,3944 Wd Judge Dr,28.5591,-81.4276,0,1,Shot - Wounded/Injured
2260243,3/22/22,Florida,Orlando,,3944 WD Judge Dr,28.5591,-81.4276,0,2,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)"
2306370,5/18/22,Florida,Orlando,,Wd Judge Dr and Mercy Dr,28.5598,-81.4305,1,0,"Shot - Dead (murder, accidental, suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot
Shootout (where VENN diagram of shooters and victims overlap)"
2452673,11/4/22,Florida,Orlando,,10145 Myers Dr,28.5614,-81.2408,4,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)
Suicide - Attempt
Attempted Murder/Suicide (one variable unsuccessful)
Child Involved Incident
Child killed (not child shooter)
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Domestic Violence"
2316969,5/30/22,Florida,Orlando,,1488 Mercy Dr,28.5616,-81.4324,1,0,"Shot - Dead (murder, accidental, suicide)
Child Involved Incident
Child picked up & fired gun
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
2383433,8/9/22,Florida,Orlando,,1800 block of Baywood Ave,28.5619,-81.4789,1,0,"Shot - Dead (murder, accidental, suicide)"
2332987,6/16/22,Florida,Orlando,,1500 block of Vidalia Ct,28.5633,-81.513,0,1,Shot - Wounded/Injured
2410711,9/8/22,Florida,Orlando,,11222 E Colonial Dr,28.5674,-81.2196,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2295414,5/6/22,Florida,Orlando,,1805 Loftway Cir,28.5694,-81.2054,0,1,Shot - Wounded/Injured
2259258,3/21/22,Florida,Orlando,,2200 block of Kingsland Ave,28.5725,-81.4477,0,1,Shot - Wounded/Injured
2233750,2/12/22,Florida,Orlando,,Fairwood Way and Golf Club Pkwy,28.575,-81.456,0,1,"Shot - Wounded/Injured
Shootout (where VENN diagram of shooters and victims overlap)"
2430314,10/3/22,Florida,Orlando,,6900 block of Silver Star Rd,28.577,-81.4744,1,0,"Shot - Dead (murder, accidental, suicide)"
2278852,4/13/22,Florida,Orlando,,5900 Park Hamilton Blvd,28.5771,-81.4647,0,1,Shot - Wounded/Injured
2491717,12/31/22,Florida,Orlando,,5210 Silver Star Rd,28.5773,-81.4522,0,3,Shot - Wounded/Injured
2316975,5/30/22,Florida,Orlando,,Silver Star Rd and Hiawassee Rd,28.5777,-81.4761,0,1,Shot - Wounded/Injured
2223488,1/30/22,Florida,Orlando,,6217 Silver Star Rd,28.5781,-81.4671,1,0,"Shot - Dead (murder, accidental, suicide)
Armed robbery with injury/death and/or evidence of DGU found
Car-jacking"
2492562,12/30/22,Florida,Orlando,,Orange Blossom Trail and Silver Star Rd,28.5782,-81.4071,0,1,"Shot - Wounded/Injured
House party / Block Party / Park Party"
2483637,12/17/22,Florida,Orlando,,2600 block of Silver Hills Dr,28.5791,-81.4829,0,1,Shot - Wounded/Injured
2318238,6/1/22,Florida,Orlando,,3024 N Powers Dr,28.5816,-81.4703,1,0,"Shot - Dead (murder, accidental, suicide)"
2257395,3/19/22,Florida,Orlando,,Bonneville Dr and Sussex Dr,28.5858,-81.1869,0,1,Shot - Wounded/Injured
2412079,9/10/22,Florida,Orlando,,7900 block of Arabian Place,28.5877,-81.4909,1,0,"Shot - Dead (murder, accidental, suicide)"
2428569,10/2/22,Florida,Orlando,,5100 North Ln,28.596,-81.45,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2372005,7/28/22,Florida,Orlando,,8499 FL-423,28.5976,-81.4173,0,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
2354231,7/7/22,Florida,Orlando,,5000 block of Mallard Pond Ct,28.5978,-81.4483,0,1,Shot - Wounded/Injured
2380410,8/5/22,Florida,Orlando,,4501 Landing Dr,28.5995,-81.4362,1,0,"Shot - Dead (murder, accidental, suicide)"
2488333,12/26/22,Florida,Orlando,,Sanoma Village,28.6006,-81.4468,0,1,Shot - Wounded/Injured
2387863,8/15/22,Florida,Orlando,,5000 block of Signal Hill Rd,28.6031,-81.4448,0,1,Shot - Wounded/Injured
2466369,11/22/22,Florida,Orlando,,830 Lee Rd,28.6074,-81.3921,0,1,Shot - Wounded/Injured
2485934,12/21/22,Florida,Orlando,,5224 Long Rd,28.6079,-81.4367,0,1,Shot - Wounded/Injured
2445041,10/24/22,Florida,Orlando,,5300 block of Broken Pine Cir,28.6089,-81.4766,1,0,"Shot - Dead (murder, accidental, suicide)
Domestic Violence"
2202614,1/1/22,Florida,Orlando,,Cinderlane Pkwy and Rosewood Way,28.6095,-81.4291,0,3,Shot - Wounded/Injured
2425856,9/27/22,Florida,Orlando,,6151 N Orange Blossom Trail,28.6119,-81.4299,1,0,"Shot - Dead (murder, accidental, suicide)
Armed robbery with injury/death and/or evidence of DGU found"
2462309,11/18/22,Florida,Orlando,,5600 block of Moat Ct,28.6128,-81.4063,0,1,"Shot - Wounded/Injured
Domestic Violence"
2422723,9/23/22,Florida,Orlando,,6400 block of Magnolia Homes Rd,28.615,-81.4277,1,0,"Shot - Dead (murder, accidental, suicide)"
2462977,11/18/22,Tennessee,Memphis,,Heartland Ln,34.9979,-90.0684,2,0,"Shot - Dead (murder, accidental, suicide)
Suicide^
Murder/Suicide
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff
Domestic Violence
Kidnapping/abductions/hostage"
2252548,3/12/22,Tennessee,Memphis,,5400 block of Elvis Presley Blvd,35.001,-90.0245,1,0,"Shot - Dead (murder, accidental, suicide)"
2278206,3/29/22,Tennessee,Memphis,,5375 Elvis Presley Blvd,35.0015,-90.0257,0,1,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
2382407,8/7/22,Tennessee,Memphis,,Millbranch Rd and Crimson Rd,35.0033,-90.0077,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)"
2451956,11/2/22,Tennessee,Memphis,,3955 E Holmes Rd,35.0047,-89.932,0,1,"Shot - Wounded/Injured
Workplace shooting (disgruntled employee)"
2450628,11/1/22,Tennessee,Memphis,,1500 block of W Holmes Rd,35.0057,-90.1146,0,1,"Shot - Wounded/Injured
Car-jacking"
2426716,9/23/22,Tennessee,Memphis,,E Holmes Rd and Getwell Rd,35.0061,-89.9368,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
2223420,1/30/22,Tennessee,Memphis,,E Holmes Rd and Tchulahoma Rd,35.0062,-89.9545,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, suicide)
Drive-by (car to street, car to car)"
2489039,12/26/22,Tennessee,Memphis,,5200 block of S 3rd St,35.0066,-90.1043,1,0,"Shot - Dead (murder, accidental, suicide)
Drive-by (car to street, car to car)"
2480349,12/12/22,Tennessee,Memphis,,Parkhurst Ct,35.0077,-89.9905,1,0,"Shot - Dead (murder, accidental, suicide)"
